task_id,task_content,status,doc_type,parent_task_id,primary_doc
SGK-2026-0199,Work Log - Implementing Security Features,done,work_log,,docs/shigoku/worklogs/2026-01-04_Implementing_Unimplemented_Features.md
SGK-2026-0200,2026-01-04_Model_Routing,done,work_log,,docs/shigoku/worklogs/2026-01-04_Model_Routing.md
SGK-2026-0201,2026-01-04_RAG_Chunking_Routing,done,work_log,,docs/shigoku/worklogs/2026-01-04_RAG_Chunking_Routing.md
SGK-2026-0202,2026-01-04_RAG_Header_Chunking,done,work_log,,docs/shigoku/worklogs/2026-01-04_RAG_Header_Chunking.md
SGK-2026-0203,2026-01-05_Bug_Fixes_Implementation,done,work_log,,docs/shigoku/worklogs/2026-01-05_Bug_Fixes_Implementation.md
SGK-2026-0204,Work Log: 双方向 PII マスキング機能実装,done,work_log,,docs/shigoku/worklogs/2026-01-06_pii_masking.md
SGK-2026-0205,Work Log: Reconnaissance Pipeline Step 1-8 完全実装,done,work_log,,docs/shigoku/worklogs/2026-01-10_Recon_Pipeline_Step1-8.md
SGK-2026-0206,Work Log: Recon Pipeline Step 6 完全実装,done,work_log,,docs/shigoku/worklogs/2026-01-12_Recon_Pipeline_Step6_Implementation.md
SGK-2026-0207,Work Log: MasterConductor 統合とセッション永続化,done,work_log,,docs/shigoku/worklogs/2026-01-14_MasterConductor_Session_Persistence.md
SGK-2026-0208,Work Log: URL タグ付けパイプライン E2E テスト,done,work_log,,docs/shigoku/worklogs/2026-01-19_URL_Tagging_Pipeline_E2E.md
SGK-2026-0209,2026-01-21 作業ログ,done,work_log,,docs/shigoku/worklogs/2026-01-21_Swarm_LLM_Specialists.md
SGK-2026-0210,2026-01-22 作業ログ,done,work_log,,docs/shigoku/worklogs/2026-01-22_Context_Aware_MC_with_Neo4j.md
SGK-2026-0211,Codex 引き継ぎ書 (Ver.1) - 2026-05-11,done,work_log,,docs/shigoku/worklogs/2026-05-11_log_codex_handover_v1.md
SGK-2026-0212,2026-05-11 作業ログ: SCN07-12 Discord Notification Ver.1,done,work_log,,docs/shigoku/worklogs/2026-05-11_log_scn07-12_discord_notification_v1.md
SGK-2026-0213,2026-05-12 Codex Handover v2 (SCN01-07: 品質優先 + 速度/コスト最適化),done,work_log,,docs/shigoku/worklogs/2026-05-12_log_codex_handover_v2.md
SGK-2026-0214,2026-05-14 Codex Chat Work Summary,done,work_log,SGK-2026-0058,docs/shigoku/worklogs/2026-05-14_log_codex_chat_summary.md
SGK-2026-0215,Remaining Bugs Plan (Legacy Root),done,plan,,docs/shigoku/plans/remaining_bugs_plan.md
SGK-2026-0216,File Upload Implementation Plan (Legacy Root),backlog,plan,,docs/shigoku/plans/file_upload_implementation_plan_legacy.md
SGK-2026-0217,Caido Log Integration Task Checklist (Legacy Root),done,work_log,,docs/shigoku/worklogs/caido_log_integration_task_checklist.md
SGK-2026-0219,Non-SCN Vulnerability Discovery Evaluation Plan (Juice Shop/DVWA/CRAPI),done,plan,,docs/shigoku/plans/2026-05-19_non-scn-vulnerability-discovery-evaluation-plan-juice-shop-dvwa-crapi_plan.md
SGK-2026-0220,B-2: SSRF 単体 Tester 実実装,done,plan,,docs/shigoku/plans/2026-05-19_b-2-ssrf-tester_plan.md
SGK-2026-0221,Mock除去優先: OptimizedRecipeRunner と Discovery GraphQL 本実装接続,done,plan,SGK-2026-0065,docs/shigoku/plans/2026-05-19_mock-optimizedreciperunner-discovery-graphql_plan.md
SGK-2026-0221-S01,GroupA: 実行経路のモック除去（OptimizedRecipeRunner / run_recipe）,done,subtask_plan,SGK-2026-0221,docs/shigoku/subtasks/2026-05-20_sgk-2026-0221-s01_groupa_execution-path_subtask_plan.md
SGK-2026-0221-S02,GroupB: Discovery GraphQL 本実装接続（graphql.py / manager.py）,done,subtask_plan,SGK-2026-0221,docs/shigoku/subtasks/2026-05-20_sgk-2026-0221-s02_groupb_discovery-graphql_subtask_plan.md
SGK-2026-0221-S03,GroupC: 回帰防止テストと可観測性・ドキュメント整備,done,subtask_plan,SGK-2026-0221,docs/shigoku/subtasks/2026-05-20_sgk-2026-0221-s03_groupc_regression-observability_subtask_plan.md
SGK-2026-0222,SHIGOKU全体: 分散ランタイム制御共通基盤化（QPS/隔離/回復）,done,plan,,docs/shigoku/plans/2026-05-21_sgk-2026-0222_distributed-runtime-control_plan.md
SGK-2026-0223,GraphQL Runtime 長時間回帰テスト計画（連続実行/状態リーク/劣化監視）,done,plan,SGK-2026-0221,docs/shigoku/plans/2026-05-21_sgk-2026-0223_graphql-longrun-regression-test_plan.md
SGK-2026-0224,Operational Hardening Backlog: Alert/Contract/Auth/Learning/Tenant Isolation,done,plan,SGK-2026-0221,docs/shigoku/plans/2026-05-21_sgk-2026-0224_operational-hardening-backlog_plan.md
SGK-2026-0225,Specification: _should_observe Observation Policy,active,spec,SGK-2026-0215,docs/shigoku/specs/2026-05-22_should_observe_observation_policy_spec.md
SGK-2026-0231,SmartHunter特化チューニング、追加カテゴリ対応,done,plan,,docs/shigoku/plans/2026-05-22_juice-shop-phase-d-continuous-improvement_plan.md
SGK-2026-0231-S01,外部ツール配置の整理とDalFox統合準備,done,subtask_plan,SGK-2026-0231,docs/shigoku/subtasks/2026-05-22_sgk-2026-0231-s01_external-tool-organization_subtask_plan.md
SGK-2026-0232,Remaining Bugs Plan の実装/計画同期と未実装項目整理の完了報告,done,work_report,SGK-2026-0215,docs/shigoku/reports/2026-05-22_sgk-2026-0232_remaining-bugs-plan_closure_work_report.md
SGK-2026-0233,Remaining Bugs Plan クローズ作業ログ,done,work_log,SGK-2026-0215,docs/shigoku/worklogs/2026-05-22_sgk-2026-0233_remaining-bugs-plan_closure_worklog.md
SGK-2026-0238,外部ツールの重複実装分析と統合優先順位の整理,done,plan,SGK-2026-0231,docs/shigoku/plans/external_tool_duplication_analysis.md
SGK-2026-0239,外部ツール統合の段階移行計画,done,plan,SGK-2026-0231,docs/shigoku/plans/external_tool_migration_plan.md
SGK-2026-0231-S02,AIToolBridge統合検証、残Adapter実装、後方互換性整備、運用監視構築,done,subtask_plan,SGK-2026-0231,docs/shigoku/subtasks/2026-05-23_sgk-2026-0231-s02_ai-integration-and-adapter-expansion.md
SGK-2026-0240,SSRF P0 判定品質強化（ベースライン差分・信頼度重み付け・最終到達判定・FP抑制検証）,done,plan,SGK-2026-0220,docs/shigoku/plans/2026-05-23_ssrf-p0-fp_plan.md
SGK-2026-0241,ToolRegistry統合と技術的負債解消 (Phase E-3),done,plan,,docs/shigoku/plans/2026-05-23_toolregistry-phase-e-3_plan.md
SGK-2026-0242,Phase D Bug Bounty Improvement Implementation,done,plan,SGK-2026-0231,docs/shigoku/plans/2026-05-24_phase-d-bug-bounty-improvement-implementation_plan.md
SGK-2026-0243,Phase D Bug Bounty Improvement Implementation,done,plan,SGK-2026-0231,docs/shigoku/plans/2026-05-24_phase-d-bug-bounty-improvement-implementation_plan_v2.md
SGK-2026-0244,XSS HunterのDalFox統合、DOM/Stored/Reflected XSS検出強化、Browser Pool実装,done,plan,SGK-2026-0231,docs/shigoku/plans/2026-05-24_xss-hunter-enhancement_plan.md
SGK-2026-0245,Arjun/GAU 運用KPI・ガバナンス充足化実装計画,done,plan,SGK-2026-0239,docs/shigoku/plans/2026-05-26_arjun-gau-kpi_plan.md
SGK-2026-0245,Arjun/GAU KPIしきい値運用と障害ドリル証跡の区切り完了報告,done,work_report,SGK-2026-0239,docs/shigoku/reports/2026-05-26_sgk-2026-0245_kpi-threshold-and-drill-kickoff_work_report.md
SGK-2026-0246,台帳不整合 task_217_missing_file の原因特定と不要タスク参照の除去,done,work_log,SGK-2026-0222,docs/shigoku/worklogs/2026-05-26_sgk-2026-0246_registry-cleanup_task217_work_log.md
SGK-2026-0222,RuntimeControlBackend抽象化とDiscovery GraphQLへの段階導入,done,work_log,,docs/shigoku/worklogs/2026-05-26_sgk-2026-0222_runtime-control-backend-implementation_work_log.md
SGK-2026-0222,fail_open 例外運用の承認者・条件・有効時間を固定化,active,manual,,docs/shigoku/manuals/2026-05-26_runtime-control-fail-open-guard_runbook.md
SGK-2026-0247,0242/0243の重複・空テンプレ状態を記録し、台帳クローズ判断の証跡を残す,done,work_report,SGK-2026-0243,docs/shigoku/reports/2026-05-27_sgk-2026-0247_phase-d-plan-template-closure_work_report.md
SGK-2026-0248,0242/0243の差分確認とstatus更新、追跡用証跡の追加ログ,done,work_log,SGK-2026-0243,docs/shigoku/worklogs/2026-05-27_sgk-2026-0248_phase-d-plan-template-closure_work_log.md
SGK-2026-0222,分散runtime control基盤・release governance・承認正本照合実装の完了報告,done,work_report,,docs/shigoku/reports/2026-05-27_sgk-2026-0222_distributed-runtime-control_work_report.md
SGK-2026-0244-S01,SGK-2026-0244 の未実装項目（Stored XSS保存フェーズ、SmartXSSHunterのBrowserPool統合）を完了する子計画,active,subtask_plan,SGK-2026-0244,docs/shigoku/subtasks/2026-05-27_sgk-2026-0244-s01_xss-hunter-remaining-implementation_subtask_plan.md
SGK-2026-0244,X2/X3/X4 の実装済み項目を再評価し、計画書ステータス更新と未完了項目を明確化した状況報告,done,work_report,SGK-2026-0244,docs/shigoku/reports/2026-05-29_sgk-2026-0244_x2-x4-status_work_report.md
SGK-2026-0219,Non-SCN評価 Step1-7 実施結果と再判定（Conditional継続）,done,work_report,,docs/shigoku/reports/2026-05-31_sgk-2026-0219_non-scn-eval_work_report.md
SGK-2026-0219,Non-SCN評価 Step1-7 実行ログ（baseline固定・再現性・再判定）,done,work_log,,docs/shigoku/worklogs/2026-05-31_sgk-2026-0219_non-scn-eval_work_log.md
SGK-2026-0249,SGK-2026-0219 継続監視（Non-SCN評価の経過観察）,active,subtask_plan,SGK-2026-0219,docs/shigoku/subtasks/2026-05-31_sgk-2026-0219-non-scn_subtask_plan.md
SGK-2026-0250,SGK-2026-0221 継続監視（GraphQL運用SLO/観測）,active,subtask_plan,SGK-2026-0221,docs/shigoku/subtasks/2026-05-31_sgk-2026-0221-graphql-slo_subtask_plan.md
SGK-2026-0221,SGK-2026-0221 親計画クローズと継続監視分離の完了報告,done,work_report,SGK-2026-0065,docs/shigoku/reports/2026-05-31_sgk-2026-0221_plan-closure_work_report.md
SGK-2026-0221,SGK-2026-0221 親計画クローズ作業ログ,done,work_log,SGK-2026-0065,docs/shigoku/worklogs/2026-05-31_sgk-2026-0221_plan-closure_work_log.md
SGK-2026-0251,脆弱性チェーン高精度化実装計画,active,plan,SGK-2026-0131,docs/shigoku/plans/2026-06-01_task_plan.md
SGK-2026-0251,SGK-2026-0251 Phase1 の実装完了と残課題整理,done,work_report,SGK-2026-0131,docs/shigoku/reports/2026-06-02_sgk-2026-0251_phase1-completion_work_report.md
SGK-2026-0251,SGK-2026-0251 Phase1 完了の計画書反映と台帳更新ログ,done,work_log,SGK-2026-0131,docs/shigoku/worklogs/2026-06-02_sgk-2026-0251_phase1-completion_work_log.md
SGK-2026-0252,脆弱性チェーン基盤分割と feasibility solver 実装,done,subtask_plan,SGK-2026-0251,docs/shigoku/subtasks/2026-06-02_feasibility-solver_subtask_plan.md
SGK-2026-0253,脆弱性チェーンルール拡張と program overrides 整備,done,subtask_plan,SGK-2026-0251,docs/shigoku/subtasks/2026-06-02_program-overrides_subtask_plan.md
SGK-2026-0253,precedence matrix、audit 観測項目、統合一致結果、切り戻し条件の完了報告,done,work_report,SGK-2026-0251,docs/shigoku/reports/2026-06-03_sgk-2026-0253_program-overrides_work_report.md
SGK-2026-0253,SGK-2026-0253 の報告反映と台帳更新ログ,done,work_log,SGK-2026-0251,docs/shigoku/worklogs/2026-06-03_sgk-2026-0253_program-overrides_work_log.md
SGK-2026-0254,脆弱性チェーン時間軸制約とセッション世代追跡,done,subtask_plan,SGK-2026-0251,docs/shigoku/subtasks/2026-06-02_task_subtask_plan.md
SGK-2026-0255,脆弱性チェーン degrade 設計と運用Runbook 整備,done,subtask_plan,SGK-2026-0251,docs/shigoku/subtasks/2026-06-02_degrade-runbook_subtask_plan.md
SGK-2026-0256,SGK-2026-0256 継続監視（program overrides 運用観測）,active,subtask_plan,SGK-2026-0253,docs/shigoku/subtasks/2026-06-03_sgk-2026-0253-program-overrides_subtask_plan.md
SGK-2026-0257,SGK-2026-0253 技術的負債追跡（sample rules / schema test）,active,subtask_plan,SGK-2026-0253,docs/shigoku/subtasks/2026-06-03_sgk-2026-0253-sample-rules-schema-test_subtask_plan.md
SGK-2026-0254,temporal constraint、audit/shadow 指標、representative 回帰確認の完了報告,done,work_report,SGK-2026-0251,docs/shigoku/reports/2026-06-03_sgk-2026-0254_temporal-state_work_report.md
SGK-2026-0254,SGK-2026-0254 の報告反映と継続監視分離ログ,done,work_log,SGK-2026-0251,docs/shigoku/worklogs/2026-06-03_sgk-2026-0254_temporal-state_work_log.md
SGK-2026-0258,temporal metadata 欠損率、representative session 回帰、reason code 安定性の継続監視,active,subtask_plan,SGK-2026-0254,docs/shigoku/subtasks/2026-06-03_sgk-2026-0258-temporal-followup_subtask_plan.md
SGK-2026-0259,Recipe高度化: 単一セッション高額Auth/JWT/OAuth検出強化,active,subtask_plan,SGK-2026-0221,docs/shigoku/subtasks/2026-06-03_recipe-auth-jwt-oauth_subtask_plan.md
SGK-2026-0260,Recipe運用フロー改善: Recon起点の選抜・実行・Swarm連携,active,subtask_plan,SGK-2026-0221,docs/shigoku/subtasks/2026-06-03_recipe-recon-swarm_subtask_plan.md
SGK-2026-0261,Recon運用フロー改善: 攻撃面分類・Signal正規化・MC/Swarm受け渡し,active,subtask_plan,SGK-2026-0221,docs/shigoku/subtasks/2026-06-03_recon-signal-mc-swarm_subtask_plan.md
SGK-2026-0262,継続学習運用改善: Obsidian/RAG・KG・Recipe連携の再設計,active,subtask_plan,SGK-2026-0221,docs/shigoku/subtasks/2026-06-03_obsidian-rag-kg-recipe_subtask_plan.md
SGK-2026-0263,継続学習リファレンス: KG・RAG・MC・Recipe・Recon の理想アーキテクチャ,active,roadmap,,docs/shigoku/roadmaps/2026-06-03_continuous-learning-architecture-reference.md
SGK-2026-0264,巨大ファイル分割計画 1/4: MasterConductor 分割,active,plan,SGK-2026-0065,docs/shigoku/plans/2026-06-05_master-conductor-split-plan_plan.md
SGK-2026-0265,巨大ファイル分割計画 2/4: InjectionManager 分割,done,plan,SGK-2026-0065,docs/shigoku/plans/2026-06-05_injection-manager-split-plan_plan.md
SGK-2026-0266,巨大ファイル分割計画 3/4: CLI Entrypoint 分割,active,plan,SGK-2026-0065,docs/shigoku/plans/2026-06-05_cli-entrypoint-split-plan_plan.md
SGK-2026-0267,巨大ファイル分割計画 4/4: ReconPipeline 分割,active,plan,SGK-2026-0065,docs/shigoku/plans/2026-06-05_recon-pipeline-split-plan_plan.md
SGK-2026-0268,Haddix report payout-readiness output improvements,done,plan,SGK-2026-0065,docs/shigoku/plans/2026-06-08_haddix-report-payout-readiness-output-improvements_plan.md
SGK-2026-0269,Git ignore cleanup for fresh GitHub repository,done,plan,SGK-2026-0065,docs/shigoku/plans/2026-06-08_git-ignore-cleanup-for-fresh-github-repository_plan.md
SGK-2026-0270,Remove unused Caveman skill artifacts,done,plan,SGK-2026-0065,docs/shigoku/plans/2026-06-08_remove-unused-caveman-skill-artifacts_plan.md
SGK-2026-0271,Remove secret-like test fixtures blocking GitHub push,done,plan,SGK-2026-0065,docs/shigoku/plans/2026-06-08_remove-secret-like-test-fixtures-blocking-github-push_plan.md
SGK-2026-0272,InjectionManager thin compatibility wrapper 群の段階削除,done,subtask_plan,SGK-2026-0265,docs/shigoku/subtasks/2026-06-09_injectionmanager-thin-compatibility-wrapper_subtask_plan.md
SGK-2026-0273,API probe 純粋 helper の追加抽出 (4関数),done,subtask_plan,SGK-2026-0265,docs/shigoku/subtasks/2026-06-09_api-probe-helper-4_subtask_plan.md
SGK-2026-0274,tool runner 結果整形の manager_internal 抽出,done,subtask_plan,SGK-2026-0265,docs/shigoku/subtasks/2026-06-09_tool-runner-manager-internal_subtask_plan.md
SGK-2026-0275,_process_single_url branch単位分割,done,subtask_plan,SGK-2026-0265,docs/shigoku/subtasks/2026-06-09_process-single-url-branch_subtask_plan.md
SGK-2026-0276,純粋判定/ログヘルパーの execution_policy/phase1_results への追加移動,done,subtask_plan,SGK-2026-0265,docs/shigoku/subtasks/2026-06-09_execution-policy-phase1-results_subtask_plan.md
SGK-2026-0277,InjectionManager API minimal check service 化による大規模分割,active,subtask_plan,SGK-2026-0265,docs/shigoku/subtasks/2026-06-09_injectionmanager-api-minimal-service-extraction_subtask_plan.md
